Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,                            ,                             ,                              ,                               ,                                ,                                 ,                                  ,                                   ,                                    
Fall,2016,BOYLE CHENG,BMD,42444,MEDICAL DEVICES,A,8,12,67%,5.00,3.38,3.88,3.75,3.38,3.50,3.25,3.88,3.13,3.38,,,,,,,,,
Fall,2016,CHRISTOPHER BETTINGER,BMD,42611,ENGINEERING BIOMTERL,A,15,21,71%,10.79,4.67,4.40,4.53,4.33,4.33,4.20,4.93,4.53,4.33,,,,,,,,,
Fall,2016,GE YANG,BMD,42620,ENG MLC CELL BIOLOGY,A,16,30,53%,9.69,4.38,3.75,4.06,3.81,4.38,4.44,4.56,4.19,4.00,,,,,,,,,
Fall,2016,STEVEN CHASE,BMD,42631,NEURAL DATA ANALYSIS,A,17,18,94%,12.76,4.65,4.53,4.53,4.41,4.65,4.71,4.82,4.65,4.47,,,,,,,,,
Fall,2016,PHILIP LEDUC,BMD,42645,CELLULAR BIOMECHNICS,A,20,35,57%,7.40,4.70,4.50,4.35,4.25,4.70,4.80,4.80,4.60,4.45,,,,,,,,,
Fall,2016,PHIL CAMPBELL,BMD,42670,BIOMAT HOST REGEN,A,10,17,59%,12.44,4.90,3.70,4.20,4.40,4.90,4.70,4.90,4.60,4.50,,,,,,,,,
Fall,2016,DAVID WHITCOMB,BMD,42671,PRCN MED BME,A,27,42,64%,6.42,4.67,4.19,4.44,4.07,4.70,4.67,4.81,4.59,4.52,,,,,,,,,
Fall,2016,BOYLE CHENG,BMD,42744,MEDICAL DEVICES,A,18,22,82%,7.12,3.89,4.00,3.89,3.72,3.94,3.39,4.50,3.28,3.39,,,,,,,,,
Fall,2016,ITZHAQ COHEN-KARNI,BMD,42772,NANOSCI AND NANOTECH,A,9,19,47%,6.33,4.67,3.78,4.67,4.33,4.67,4.67,4.78,4.56,4.67,,,,,,,,,
Fall,2016,JAMES ANTAKI,BMD,42773,INV PROB SOLV BME,A,13,17,76%,10.77,5.00,4.92,4.92,4.92,4.92,5.00,4.85,4.92,5.00,,,,,,,,,
Fall,2016,JANA KAINERSTORFER,BMD,42774,INTRO TO BIOPHOTO,A,6,6,100%,9.80,4.83,5.00,5.00,4.17,4.67,4.50,5.00,4.17,4.33,,,,,,,,,
Fall,2016,DENNIS TRUMBLE,BMD,42790,PRACTICUM BIOMED ENG,A,6,12,50%,13.17,4.50,4.33,4.17,4.50,4.50,4.50,4.83,4.50,4.33,,,,,,,,,
Fall,2016,ALAN JACOBS,CEE,12201,GEOLOGY,A,34,53,64%,4.65,4.29,4.29,4.29,3.68,4.06,4.21,4.47,4.12,4.00,,,,,,,,,
Fall,2016,MATTEO POZZI,CEE,12421,ENGINEERNG ECONOMICS,A1,28,44,64%,11.82,4.11,4.11,4.11,3.82,4.25,4.14,4.54,4.00,4.04,,,,,,,,,
Fall,2016,KRISTEN KURLAND,CEE,12600,AUTOCAD,A2,36,41,88%,4.06,4.11,4.54,4.46,3.83,4.09,4.51,4.37,4.37,4.26,,,,,,,,,
Fall,2016,GREG CERMINARA,CEE,12604,TRANSPORTATN ENGNRNG,A,6,11,55%,8.00,4.50,4.50,4.50,4.50,4.67,4.50,4.50,4.50,4.50,,,,,,,,,
Fall,2016,THOMAS LEECH,CEE,12620,ST: ENGRNG MECHANICS,A,12,14,86%,8.25,4.92,5.00,5.00,4.75,4.92,4.67,5.00,4.83,4.75,,,,,,,,,
Fall,2016,ALAN MCGAUGHEY,CEE,12623,MLCR SIMLN MATERLS,A,2,4,50%,15.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2016,JAMES THOMPSON,CEE,12635,STRUCTURAL ANALYSIS,A,5,5,100%,12.20,4.60,4.80,4.80,4.80,4.80,4.80,4.60,4.80,4.80,,,,,,,,,
Fall,2016,SUSAN FINGER,CEE,12659,SP TOPICS MATLAB,A1,14,21,67%,9.57,4.93,5.00,5.00,4.86,4.86,4.71,4.86,4.93,4.71,,,,,,,,,
Fall,2016,SUSAN FINGER,CEE,12659,SP TOPICS MATLAB,A2,23,38,61%,7.00,4.74,4.83,4.87,4.78,4.57,4.74,4.87,4.83,4.70,,,,,,,,,
Fall,2016,KAUSHIK DAYAL,CEE,12676,ST: CNPTS MTHDS MECH,A,5,6,83%,9.20,5.00,5.00,5.00,4.80,5.00,4.80,5.00,4.80,4.80,,,,,,,,,
Fall,2016,SHELLEY ANNA,CEE,12701,MTHMTCL TCH ENGNG,A,3,3,100%,13.33,5.00,4.67,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2016,GREGORY LOWRY,CEE,12702,FND WATER QUALTY ENG,A,15,20,75%,13.21,4.93,4.87,5.00,4.53,4.93,4.93,4.93,5.00,4.80,,,,,,,,,
Fall,2016,YONGJIE ZHANG,CEE,12703,NUMERCL MTHD ENGING,A,14,15,93%,14.46,4.64,4.93,4.79,4.86,4.86,4.93,4.93,4.79,4.79,,,,,,,,,
Fall,2016,IRVING OPPENHEIM,CEE,12704,PR EST MTHD ENG SYS,A,42,59,71%,9.98,4.60,4.48,4.52,4.12,4.57,4.50,4.88,4.40,4.40,,,,,,,,,
Fall,2016,H SCOTT MATTHEWS,CEE,12706,CIV SYS INV PLN PRCE,A,38,50,76%,16.58,4.87,4.82,4.76,4.68,4.79,4.79,4.76,4.84,4.89,,,,,,,,,
Fall,2016,JEANNE VANBRIESEN,CEE,12712,INTRO SUSTNBL ENGRG,A,31,50,62%,13.67,4.52,4.42,4.35,4.13,4.55,4.26,4.61,4.35,4.03,,,,,,,,,
Fall,2016,ATHANASIOS KARAMALIDIS,CEE,12720,WATER RESOURCE CHEM,A,16,26,62%,9.69,3.94,3.44,3.50,3.56,3.94,3.73,4.69,3.38,3.38,,,,,,,,,
Fall,2016,MARIO BERGES,CEE,12740,DATA ACQUISITION,A1,27,42,64%,10.81,4.67,4.67,4.67,4.70,4.52,4.33,4.85,4.56,4.37,,,,,,,,,
Fall,2016,MATTEO POZZI,CEE,12741,DATA MANAGEMENT,A2,46,58,79%,8.47,4.39,4.37,4.30,4.20,4.30,4.41,4.63,4.26,4.33,,,,,,,,,
Fall,2016,XUESONG LIU,CEE,12746,ST: PYTHON PROTOTYP,A1,50,85,59%,11.90,4.58,4.38,4.42,4.28,4.45,4.32,4.82,4.29,4.26,,,,,,,,,
Fall,2016,KATHARINE FLYNN,CEE,12747,SP TP: SUSTNBL BLDG,A1,41,68,60%,7.79,4.29,4.27,4.27,4.37,4.46,4.29,4.52,4.22,4.15,,,,,,,,,
Fall,2016,GERRY MATTERN,CEE,12748,SP TPC MCH EL SY DES,A2,40,48,83%,6.65,4.88,4.78,4.75,4.75,4.80,4.78,4.95,4.82,4.72,,,,,,,,,
Fall,2016,MARIO BERGES,CEE,12752,ST: DATA BLDG EN MGT,A2,31,38,82%,10.93,4.32,3.97,3.81,3.84,4.03,4.06,4.77,4.19,4.16,,,,,,,,,
Fall,2016,JACOBO BIELAK,CEE,12755,FINITE ELEM MECH I,A,12,15,80%,16.33,4.83,4.92,4.75,4.58,4.67,4.67,4.92,4.83,4.75,,,,,,,,,
Fall,2016,PARTH VAISHNAV,CEE,12766,ST: CLIMATE CHG,A,16,21,76%,7.00,4.81,4.56,4.56,4.50,4.63,4.81,4.81,4.69,4.50,,,,,,,,,
Fall,2016,MAARTEN DE BOER,CEE,12775,INTRO SLD MECHANICS,A,3,3,100%,13.33,4.67,4.00,4.33,4.33,4.33,4.33,4.67,4.33,3.67,,,,,,,,,
Fall,2016,XUESONG LIU,CEE,12780,ST:ADV PYTHON,A2,45,63,71%,9.45,4.62,4.49,4.60,4.38,4.49,4.55,4.82,4.62,4.61,,,,,,,,,
Fall,2016,ZHEN QIAN,CEE,12783,GEOGRPHC INFO SYSTEM,B,14,19,74%,9.62,4.43,4.50,4.43,4.43,4.50,4.50,4.64,4.29,4.43,,,,,,,,,
Fall,2016,ZHEN QIAN,CEE,12789,GROWTH INTELLG TRANS,A2,12,17,71%,7.00,4.67,4.50,4.75,4.50,4.83,4.42,4.83,4.67,4.58,,,,,,,,,
Fall,2016,DAVID DZOMBAK,CEE,12790,TEACHING WORKSHOP,A,9,13,69%,3.00,4.89,4.89,5.00,4.78,5.00,4.78,5.00,4.89,4.89,,,,,,,,,
Fall,2016,MEAGAN MAUTER,CEE,12794,GRADUATE SEMINAR,A,18,30,60%,2.00,4.24,4.13,4.13,4.06,3.94,4.00,4.31,4.25,4.11,,,,,,,,,
Fall,2016,MATTEO POZZI,CEE,12794,GRADUATE SEMINAR,B,13,19,68%,2.50,4.46,4.15,4.31,4.31,4.38,4.23,4.46,4.31,4.23,,,,,,,,,
Fall,2016,JACOBO BIELAK,CEE,12794,GRADUATE SEMINAR,C,6,11,55%,2.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2016,DAVID DZOMBAK,CEE,12794,GRADUATE SEMINAR,D,83,121,69%,2.77,4.52,4.50,4.50,4.44,4.48,4.45,4.62,4.54,4.47,,,,,,,,,
Fall,2016,ANDREA FRANCIONI ROONEY,CEE,12798,PROF COMM CEE GRAD,A,3,6,50%,3.00,5.00,5.00,5.00,5.00,4.67,4.67,5.00,4.67,4.67,,,,,,,,,
Fall,2016,ANDREA FRANCIONI ROONEY,CEE,12798,PROF COMM CEE GRAD,B,7,8,88%,2.86,5.00,5.00,5.00,5.00,4.86,4.86,5.00,5.00,4.86,,,,,,,,,
Fall,2016,JAMES SCHNEIDER,CHE,06100,INTRO TO CHEM ENGR,1,33,59,56%,8.45,4.61,4.61,4.61,4.45,4.61,4.64,4.79,4.67,4.47,,,,,,,,,
Fall,2016,KRIS DAHL,CHE,06221,THERMODYNAMICS,A,48,73,66%,9.19,4.85,4.50,4.60,4.21,4.67,4.56,4.77,4.60,4.58,,,,,,,,,
Fall,2016,MICHAEL DOMACH,CHE,06321,CHEM ENGR THERMDYNMC,A,31,78,40%,7.00,3.16,2.74,2.68,2.29,3.10,2.26,3.29,2.39,2.48,,,,,,,,,
Fall,2016,SUSANA STEPPAN,CHE,06323,HEAT & MASS TRANSFER,A,29,76,38%,9.39,4.72,4.55,4.59,4.31,4.45,4.59,4.83,4.55,4.48,,,,,,,,,
Fall,2016,B ERIK YDSTIE,CHE,06423,UNIT OPERATIONS LAB,1,27,64,42%,8.00,3.62,3.12,3.19,3.35,3.23,3.42,4.50,3.38,2.89,,,,,,,,,
Fall,2016,ROSEMARY FROLLINI,CHE,06426,EXP COLLD SURFC SCI,A,1,2,50%,14.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2016,JEFFREY SIIROLA,CHE,06500,SPECIAL TOPICS,A,43,76,57%,7.63,4.56,4.58,4.64,4.43,4.63,4.68,4.78,4.73,4.63,,,,,,,,,
Fall,2016,LORENZ BIEGLER,CHE,06606,COMP MTH L SC PR DS,A,21,28,75%,11.05,4.33,4.33,4.24,4.14,4.43,4.19,4.75,4.00,4.24,,,,,,,,,
Fall,2016,JAMES SCHNEIDER,CHE,06608,SAFTY IN SCI/ENG PRA,A,50,77,65%,2.52,4.44,4.54,4.54,4.20,4.41,4.41,4.41,4.41,4.29,,,,,,,,,
Fall,2016,TOMASZ KOWALEWSKI,CHE,06609,PHYS CHEM MACROMOL,A,10,14,71%,7.33,4.50,4.10,4.00,3.40,4.30,3.80,4.70,3.50,3.60,,,,,,,,,
Fall,2016,LYNN WALKER,CHE,06623,MTHML MDL CHM ENG PC,A,38,53,72%,11.19,4.41,4.39,4.46,4.26,4.37,4.42,4.34,4.32,4.26,,,,,,,,,
Fall,2016,JOHN KITCHIN,CHE,06625,CHMCL & REACTV SYSTM,A,40,55,73%,11.82,4.63,4.72,4.65,4.58,4.60,4.72,4.80,4.63,4.52,,,,,,,,,
Fall,2016,JEFFREY SIIROLA,CHE,06681,SP TP: PROC SYN,A,30,55,55%,3.33,4.47,4.57,4.50,4.23,4.67,4.63,4.70,4.63,4.53,,,,,,,,,
Fall,2016,DENNIS PRIEVE,CHE,06703,ADV FLUID DYNAMICS,A,12,20,60%,8.75,4.33,4.50,4.42,3.58,4.08,4.08,4.50,3.92,3.92,,,,,,,,,
Fall,2016,NIKOLAOS SAHINIDIS,CHE,06705,ADV CHE THRMODYNMCS,A,19,32,59%,11.00,3.63,3.79,3.95,3.37,3.95,3.42,4.68,3.53,3.53,,,,,,,,,
Fall,2016,ADITYA KHAIR,CHE,06713,MATH TECH CHEM ENGR,A,13,21,62%,11.00,4.69,4.46,4.23,4.00,4.69,4.54,4.62,4.31,4.23,,,,,,,,,
Fall,2016,PAUL SIDES,CHE,06716,ELECTROCHEM ENGR,A,7,11,64%,10.17,4.57,4.14,3.71,4.57,4.57,4.43,4.71,4.14,4.29,,,,,,,,,
Fall,2016,KATHRYN WHITEHEAD,CHE,06804,SP TPC: DRUG DEL SYS,A,14,16,88%,7.14,4.79,4.79,4.71,4.71,4.86,4.86,4.86,4.79,4.79,,,,,,,,,
Fall,2016,CHRYSANTHOS GOUNARIS,CHE,06815,SP TP: PSE,A,4,4,100%,8.75,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2016,JEFFERY HANSEN,CIT,39605,ENGINEERING DSGN PRJ,A,3,10,30%,9.00,3.33,3.67,3.33,3.67,3.67,3.33,5.00,3.33,3.67,,,,,,,,,
Fall,2016,YOOSUF PICARD,CIT,39610,ENERGY CONVRN & SUPP,A1,25,35,71%,8.96,3.92,4.08,4.04,3.96,4.08,3.48,4.32,3.84,3.80,,,,,,,,,
Fall,2016,DAVID LANDIS,CIT,39613,ENGY TRNSPT & STRGE,A2,32,38,84%,7.81,4.13,3.88,3.72,3.72,3.78,3.13,4.72,3.41,3.34,,,,,,,,,
Fall,2016,ILHEM-FAIZA HAKEM,CIT,39652,CIT SPECIAL TOPICS,A1,6,9,67%,11.00,4.83,4.33,4.67,4.67,4.83,4.67,5.00,4.67,4.67,,,,,,,,,
Fall,2016,DAVID LANDIS,CIT,39660,ESTP PROJECT,A,3,3,100%,15.33,4.33,4.67,4.33,4.67,4.67,4.33,4.67,4.50,4.67,,,,,,,,,
Fall,2016,LAUREN HILDESHEIM,CIT,39699,CPDC ENG MASTERS,C1,23,26,88%,4.74,4.74,4.78,4.74,4.26,4.70,4.61,4.91,4.74,4.48,,,,,,,,,
Fall,2016,SUSAN FINGER,CIT,39705,SP TPCS ENGR DESIGN,A,1,3,33%,24.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2016,JESSE STILES,ECE,18090,TWST SIG: MLTMD PRO,A,7,15,47%,8.43,4.86,4.57,4.71,4.29,4.57,4.29,4.71,4.43,4.43,,,,,,,,,
Fall,2016,DIANA MARCULESCU,ECE,18200,ECE SOPH SEMINAR,A1,65,204,32%,2.33,4.17,4.23,4.19,3.80,4.08,4.08,4.28,4.02,3.78,,,,,,,,,
Fall,2016,WILLIAM NACE,ECE,18240,STRC DES DIGTL SYSTM,1,86,86,100%,14.26,4.87,4.84,4.83,4.32,4.84,4.62,4.95,4.64,4.34,,,,,,,,,
Fall,2016,MAYSAM CHAMANZAR,ECE,18300,FUND ELECTROMAGNETCS,1,16,16,100%,8.40,4.81,4.56,4.69,4.56,4.94,4.56,4.88,4.50,4.44,,,,,,,,,
Fall,2016,WILLIAM NACE,ECE,18341,LOG DES & VERIF,1,38,40,95%,13.38,4.68,4.53,4.61,4.29,4.61,4.42,4.79,4.53,4.32,,,,,,,,,
Fall,2016,ANTHONY ROWE,ECE,18349,EMBEDDED RL TIME SYS,A,61,84,73%,13.66,4.43,4.52,4.39,3.70,4.74,4.38,4.69,4.43,4.25,,,,,,,,,
Fall,2016,BRUNO SINOPOLI,ECE,18370,FNDMNTLS OF CONTROL,1,28,62,45%,10.54,3.96,3.46,3.61,3.64,3.93,3.44,4.36,3.50,3.46,,,,,,,,,
Fall,2016,JOVAN ILIC,ECE,18372,FNDMTL ELECTR PWR SY,A,4,5,80%,7.25,3.75,3.50,3.25,3.75,4.00,3.75,4.00,3.50,3.75,,,,,,,,,
Fall,2016,ELIAS TOWE,ECE,18403,MICRF METHODS TECH,A,7,10,70%,5.86,4.29,4.00,4.29,4.14,4.43,4.14,4.71,4.43,4.00,,,,,,,,,
Fall,2016,JEFFREY WELDON,ECE,18421,ANALOG INTGTD CIR,A,1,3,33%,14.00,3.00,2.00,2.00,2.00,3.00,2.00,3.00,3.00,2.00,,,,,,,,,
Fall,2016,KENNETH MAI,ECE,18422,DIGL INTGRD CIRC DES,1,1,3,33%,27.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,
Fall,2016,VYAS SEKAR,ECE,18487,INTRO CMP NTWRK SCTY,A,21,47,45%,9.43,4.48,4.48,4.48,4.05,4.57,4.24,4.52,4.24,4.60,,,,,,,,,
Fall,2016,ALAN BLACK,ECE,18492,SPC TPCS SPCH PRCSNG,A,4,6,67%,6.50,4.25,3.75,3.50,2.75,4.50,4.75,5.00,5.00,4.25,,,,,,,,,
Fall,2016,THOMAS SULLIVAN,ECE,18493,ELECTROACOUSTICS,1,8,12,67%,12.63,4.50,4.63,4.50,4.38,4.63,4.63,5.00,4.38,4.25,,,,,,,,,
Fall,2016,BRANDON LUCIA,ECE,18545,ADV DIGITAL DES PROJ,1,13,23,57%,20.62,4.46,4.15,4.15,3.85,4.23,4.00,4.46,4.15,4.62,,,,,,,,,
Fall,2016,JOVAN ILIC,ECE,18587,ENERGY CNV CNT MGT,A,2,4,50%,8.00,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,,,,,,,,,
Fall,2016,EDWARD ENGLER,ECE,18601,ENTRPRSHP INNV TCHNL,A,14,19,74%,7.14,4.86,4.57,4.79,4.86,4.79,4.79,4.93,4.79,4.64,,,,,,,,,
Fall,2016,KAI WANG,ECE,18610,FUND MODRN CMOS DVCS,GZ,1,2,50%,11.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2016,TAMAL MUKHERJEE,ECE,18614,MICROELECTROMECH SYS,A,13,17,76%,13.09,4.08,4.31,4.23,4.23,3.85,3.92,4.38,3.77,3.77,,,,,,,,,
Fall,2016,KENNETH MAI,ECE,18622,DIG INT CIR DES,1,8,11,73%,21.50,3.29,3.50,3.50,2.88,3.50,3.13,3.13,3.29,2.88,,,,,,,,,
Fall,2016,JEFFREY WELDON,ECE,18623,ANA INT CIR DESIGN,A,11,14,79%,17.18,4.36,4.45,4.18,3.82,3.91,4.00,4.55,4.09,3.91,,,,,,,,,
Fall,2016,NICOLAS CHRISTIN,ECE,18631,INTR INFO SECURITY,A,5,12,42%,10.25,4.80,4.60,4.60,3.60,4.80,4.40,5.00,4.20,4.40,,,,,,,,,
Fall,2016,LIMIN JIA,ECE,18631,INTR INFO SECURITY,B,14,20,70%,10.79,3.79,3.57,3.79,3.64,4.14,3.64,4.64,3.64,3.64,,,,,,,,,
Fall,2016,LIMIN JIA,ECE,18631,INTR INFO SECURITY,SV,2,5,40%,14.50,4.50,4.50,4.50,4.00,4.50,4.50,4.50,4.00,3.00,,,,,,,,,
Fall,2016,PATRICK TAGUE,ECE,18638,MOBILE SECURITY,A,2,4,50%,12.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2016,PATRICK TAGUE,ECE,18638,MOBILE SECURITY,SV,8,8,100%,13.88,4.75,4.75,4.75,4.57,4.75,4.63,4.63,4.63,4.75,,,,,,,,,
Fall,2016,MARY BISHOP,ECE,18641,JAVA SMART PHN DEVLP,RW,4,4,100%,17.25,5.00,4.25,4.25,5.00,4.75,5.00,5.00,4.75,4.00,,,,,,,,,
Fall,2016,JAMES HOE,ECE,18643,RECONFIGURABLE LOGIC,1,17,30,57%,14.35,4.71,4.71,4.59,4.24,4.59,4.53,4.59,4.65,4.65,,,,,,,,,
Fall,2016,PEI ZHANG,ECE,18644,SP TPC COMPUTR SYSTM,SV,10,14,71%,13.11,4.00,3.90,3.90,4.10,4.20,3.90,4.50,4.10,3.90,,,,,,,,,
Fall,2016,RAGUNATHAN RAJKUMAR,ECE,18648,EMBED REAL-TIME SYST,1,43,61,70%,17.83,4.44,4.49,4.40,3.93,4.49,4.30,4.67,4.35,4.21,,,,,,,,,
Fall,2016,JON PEHA,ECE,18650,POL WRLSS SYS INTRNT,A,9,13,69%,9.33,4.78,4.78,4.89,4.44,4.78,4.78,4.89,4.89,4.89,,,,,,,,,
Fall,2016,HAKAN ERDOGMUS,ECE,18654,SFTW VER AND TST,SV,23,30,77%,14.48,4.52,4.48,4.39,4.48,4.35,4.35,4.57,4.35,4.39,,,,,,,,,
Fall,2016,JIA ZHANG,ECE,18655,SVC ORIENTED COMP,A,8,10,80%,14.13,4.13,3.25,3.50,3.38,3.88,3.88,4.13,3.75,3.63,,,,,,,,,
Fall,2016,JIA ZHANG,ECE,18655,SVC ORIENTED COMP,SV,21,28,75%,15.33,4.71,4.57,4.81,4.62,4.67,4.67,4.71,4.57,4.62,,,,,,,,,
Fall,2016,JIA ZHANG,ECE,18656,DTA INTSV WRKFL DEV,SV,27,35,77%,15.22,4.78,4.70,4.67,4.59,4.70,4.74,4.81,4.63,4.67,,,,,,,,,
Fall,2016,CECILE PERAIRE,ECE,18658,SFTW REQ AND INT DES,SV,19,24,79%,12.11,4.63,4.37,4.58,4.58,4.53,4.58,4.63,4.47,4.21,,,,,,,,,
Fall,2016,XIN LI,ECE,18660,NML MTH ENG DES & OP,1,57,75,76%,9.71,4.56,4.77,4.71,4.33,4.72,4.68,4.75,4.72,4.60,,,,,,,,,
Fall,2016,ANDRZEJ STROJWAS,ECE,18664,ULSI TECH STATUS,A,12,18,67%,10.00,4.58,4.42,4.58,4.58,4.50,4.42,4.58,4.58,4.33,,,,,,,,,
Fall,2016,OSMAN YAGAN,ECE,18687,ANALY PERF MOD & DES,A,4,5,80%,8.00,4.50,4.25,4.50,4.00,4.25,4.25,4.50,4.25,4.25,,,,,,,,,
Fall,2016,XIAOYING TANG,ECE,18696,SPC TPCS: SIG PRO,GZ,11,15,73%,16.60,4.27,4.00,4.27,4.00,4.27,4.45,4.45,3.82,4.09,,,,,,,,,
Fall,2016,OLE MENGSHOEL,ECE,18697,STATICL DISCVY LRNG,SV,31,41,76%,14.43,3.97,4.06,3.87,3.71,4.00,3.80,4.35,3.81,3.94,,,,,,,,,
Fall,2016,ELIAS TOWE,ECE,18712,ELEMTS PHOTONCS COMM,A,8,8,100%,13.75,4.75,4.88,4.75,4.63,4.63,5.00,4.88,4.88,4.75,,,,,,,,,
Fall,2016,JEYANANDH PARAMESH,ECE,18721,ADV ANALOG CIRCT DES,A,5,5,100%,17.40,5.00,4.40,5.00,4.00,4.80,5.00,5.00,5.00,4.80,,,,,,,,,
Fall,2016,VIRGIL GLIGOR,ECE,18730,INTRO COMPUTER SEC,A,28,36,78%,10.93,4.32,4.11,4.04,4.11,4.46,4.07,4.43,4.21,4.04,,,,,,,,,
Fall,2016,VIRGIL GLIGOR,ECE,18730,INTRO COMPUTER SEC,SV,3,6,50%,12.00,5.00,4.33,4.33,4.67,4.67,4.33,5.00,4.67,4.67,,,,,,,,,
Fall,2016,ANUPAM DATTA,ECE,18734,FOUNDATION OF PRIVCY,A,3,10,30%,12.00,4.00,4.33,4.00,3.33,4.67,4.33,4.33,3.67,4.00,,,,,,,,,
Fall,2016,ANUPAM DATTA,ECE,18734,FOUNDATION OF PRIVCY,SV,5,10,50%,11.00,5.00,5.00,4.80,4.80,4.60,5.00,5.00,5.00,4.60,,,,,,,,,
Fall,2016,DIANA MARCULESCU,ECE,18743,ENERGY AWARE COMPTNG,A,19,21,90%,8.17,4.58,4.63,4.58,4.37,4.68,4.47,4.79,4.58,4.53,,,,,,,,,
Fall,2016,DIANA MARCULESCU,ECE,18743,ENERGY AWARE COMPTNG,SV,2,2,100%,9.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2016,ROBERT IANNUCCI,ECE,18747,WIRLS DVCE ARCHTCR,SV,7,9,78%,17.71,5.00,4.86,4.86,4.57,5.00,4.86,5.00,5.00,4.86,,,,,,,,,
Fall,2016,PRIYA NARASIMHAN,ECE,18749,BLDG RLBL DIS SYS,1,34,41,83%,8.53,4.82,4.61,4.73,3.94,4.82,4.73,4.76,4.64,4.30,,,,,,,,,
Fall,2016,OZAN TONGUZ,ECE,18751,APPL STOCH PROCESS,A,8,10,80%,12.25,3.88,3.63,3.63,3.75,3.88,3.75,3.75,3.75,3.63,,,,,,,,,
Fall,2016,RADU MARCULESCU,ECE,18755,NTWRKS IN REAL WRLD,A,19,22,86%,11.06,4.84,4.47,4.42,4.53,4.89,4.74,4.74,4.63,4.68,,,,,,,,,
Fall,2016,HYONG KIM,ECE,18756,PAC SWTCNG COMP NETW,1,13,18,72%,12.83,5.00,4.54,4.77,4.69,4.77,4.85,5.00,4.77,4.38,,,,,,,,,
Fall,2016,ROHIT NEGI,ECE,18758,WIRELESS COMMUNCATNS,A,11,13,85%,8.82,4.64,4.73,4.73,4.55,4.82,4.82,4.55,4.73,4.55,,,,,,,,,
Fall,2016,LAWRENCE PILEGGI,ECE,18762,CIR SIM: THE & PRAC,A,9,11,82%,13.89,4.89,5.00,4.78,4.67,4.89,4.89,5.00,4.78,4.78,,,,,,,,,
Fall,2016,MARK BEDILLION,ECE,18771,LINEAR SYSTEMS,A,9,9,100%,11.67,4.78,4.67,4.78,4.44,4.56,4.67,4.89,4.78,4.56,,,,,,,,,
Fall,2016,SHAUN SKELTON,ECE,18771,LINEAR SYSTEMS,RW,9,10,90%,14.13,4.22,4.22,4.22,4.56,4.56,4.11,4.89,4.11,4.22,,,,,,,,,
Fall,2016,RICHARD STERN,ECE,18792,ADV DIGTL SIGNL PRCS,1,5,8,63%,15.00,4.40,4.40,4.40,3.80,4.40,4.40,4.40,4.60,4.40,,,,,,,,,
Fall,2016,ASWIN SANKARANARAYANAN,ECE,18793,IMAGE & VIDO PROCNG,1,15,18,83%,15.53,4.60,4.47,4.53,4.47,4.80,4.47,4.73,4.47,4.27,,,,,,,,,
Fall,2016,MARIOS SAVVIDES,ECE,18794,PATTERN RECOGNTN THY,A,30,46,65%,9.69,4.23,3.67,3.93,3.43,4.30,4.20,4.53,4.13,3.53,,,,,,,,,
Fall,2016,BHIKSHA RAMAKRISHNAN,ECE,18797,MCHN LRNG SGNL PROCS,A,12,18,67%,11.27,4.58,3.83,3.92,3.83,4.33,4.17,4.58,4.00,3.83,,,,,,,,,
Fall,2016,BHIKSHA RAMAKRISHNAN,ECE,18797,MCHN LRNG SGNL PROCS,SV,5,6,83%,11.00,4.20,4.00,3.80,4.00,4.20,4.40,4.40,4.40,4.20,,,,,,,,,
Fall,2016,MING LI,ECE,18799,SP TPC SIGNL PROCSNG,GD,11,14,79%,22.82,4.82,4.82,4.91,4.64,4.82,4.82,4.82,4.82,4.82,,,,,,,,,
Fall,2016,MARTIN SAINT,ECE,18858,SPC TPCS IN COMM,R2,2,3,67%,21.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Fall,2016,CARLEE JOE-WONG,ECE,18859,SPC TPCS COM,SI,10,11,91%,9.60,4.90,4.80,4.70,5.00,4.90,4.70,5.00,4.80,4.90,,,,,,,,,
