Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,1 : Project 1. Draw on Skills,2: Interest in student learning,3: Explain course requirements,3 : Project 2. Develop skills,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,6 : Project 3. Demand on Time and Attn,7: Project 4. External Review Committee helpfulness,7 : Explains subject matter,8: Show respect for students,8 : Project 5. Faculty Mgmt Satisfaction,9: Project 6. Group Worked Smoothly,9 : Overall teaching,10: Overall course,10 : Project 7. Effective learning experience,11: Project 8. Project Size,12: Project 9. General Rating,14: Proj Instr 1. Motivation,15: Proj Instr 2. Guidance,16: Proj Instr 3. Knows next steps,17: Proj Instr 4. Instructor availability,18: Proj Instr 5. Overall Lead Effectiveness
Spring,2016,KATHLEEN SMITH,PPP,90724,FINANCIAL ANALYSIS,A,58,64,91%,10.74,4.16,4.29,4.28,3.55,4.22,4.12,4.38,4.05,3.86,,,,,,,,,,,,,,
Spring,2016,KATHLEEN SMITH,PPP,90724,FINANCIAL ANALYSIS,B,41,44,93%,8.29,4.27,4.39,4.27,3.78,4.37,4.24,4.56,4.12,4.02,,,,,,,,,,,,,,
Spring,2016,TIONG LIM,PPP,90724,FINANCIAL ANALYSIS,K,9,13,69%,10.00,3.56,3.00,3.56,2.67,3.56,2.33,3.11,2.78,2.89,,,,,,,,,,,,,,
Spring,2016,KARYN MOORE,PPP,90728,INTRO DATABSE MGMNT,A3,23,29,79%,9.17,3.91,3.57,3.96,3.48,4.22,4.13,4.09,3.83,3.39,,,,,,,,,,,,,,
Spring,2016,GEORGE WHITMER,PPP,90733,URBAN DEVELOPMENT,A4,5,8,63%,5.60,3.40,3.40,3.40,3.40,3.40,3.80,3.80,3.20,3.40,,,,,,,,,,,,,,
Spring,2016,JANE DOWNING,PPP,90734,URBAN POLICY,A4,14,19,74%,6.71,4.64,3.86,4.07,3.71,4.57,4.64,4.79,4.43,4.29,,,,,,,,,,,,,,
Spring,2016,JOEL RUBIN,PPP,90739,SYSTMS SYNTHESIS I,V,3,6,50%,13.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Spring,2016,ANDREW RICHMAN,PPP,90739,SYSTMS SYNTHESIS I,W,7,7,100%,13.29,4.57,3.71,3.71,4.14,4.43,3.71,3.86,4.00,3.57,,,,,,,,,,,,,,
Spring,2016,DENISE LAWSON,PPP,90739,SYSTMS SYNTHESIS I,X,5,7,71%,12.20,3.20,3.60,3.40,3.40,3.40,3.00,3.00,3.00,2.60,,,,,,,,,,,,,,
Spring,2016,LEE BRANSTETTER,PPP,90745,METH POL AN INTL POL,A,17,22,77%,10.53,4.12,3.53,3.71,3.53,4.35,4.29,4.18,4.06,3.82,,,,,,,,,,,,,,
Spring,2016,EDSON SEVERNINI,PPP,90747,COST BENEFIT ANLYSIS,A3,16,18,89%,12.25,3.75,3.94,3.94,3.25,4.40,4.31,4.56,3.69,3.56,,,,,,,,,,,,,,
Spring,2016,PATRICIA FOLAN,PPP,90748,REAL EST DEVLPMENT,A4,9,11,82%,5.33,2.67,2.44,2.22,2.22,2.78,2.11,4.22,2.22,2.22,,,,,,,,,,,,,,
Spring,2016,JONATHAN CAULKINS,PPP,90760,MANAGMENT SCIENCE II,A4,24,30,80%,11.17,4.63,4.42,4.29,3.96,4.75,4.38,4.33,4.42,4.38,,,,,,,,,,,,,,
Spring,2016,JONATHAN CAULKINS,PPP,90760,MANAGMENT SCIENCE II,B4,24,28,86%,12.50,4.25,4.33,4.54,3.63,4.54,4.04,4.17,4.08,4.29,,,,,,,,,,,,,,
Spring,2016,JONATHAN CAULKINS,PPP,90760,MANAGMENT SCIENCE II,C4,23,30,77%,13.09,4.70,4.61,4.57,4.13,4.70,4.52,4.65,4.61,4.61,,,,,,,,,,,,,,
Spring,2016,ADAM RESNICK,PPP,90760,MANAGMENT SCIENCE II,D4,19,29,66%,11.11,4.47,4.16,4.16,3.89,4.32,4.26,4.58,4.11,4.16,,,,,,,,,,,,,,
Spring,2016,JOEL TARR,PPP,90765,CITIES TECH ENVIRNMT,A3,10,17,59%,5.30,4.40,4.30,4.40,4.20,4.40,4.40,5.00,4.40,4.20,,,,,,,,,,,,,,
Spring,2016,ROBERT STRAUSS,PPP,90774,PUBLIC EXPEND ANALY,A,10,10,100%,9.60,4.00,3.50,3.60,2.90,4.20,3.90,3.50,3.80,3.60,,,,,,,,,,,,,,
Spring,2016,GARY FRANKO,PPP,90782,MULTI MEDIA,A,12,21,57%,9.18,4.92,5.00,5.00,4.83,5.00,4.92,5.00,4.92,4.92,,,,,,,,,,,,,,
Spring,2016,MATTHEW MEHALIK,PPP,90789,SUSTAINABLE COMM DEV,A,12,13,92%,7.50,4.67,4.75,4.75,4.75,4.67,4.58,4.92,4.50,4.58,,,,,,,,,,,,,,
Spring,2016,MATTHEW MEHALIK,PPP,90789,SUSTAINABLE COMM DEV,K,1,4,25%,5.00,4.00,4.00,4.00,4.00,4.00,3.00,5.00,3.00,3.00,,,,,,,,,,,,,,
Spring,2016,SHELBY STEWMAN,PPP,90792,APPLIED DEMOGRAPHY,A,1,2,50%,8.00,2.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,2.00,,,,,,,,,,,,,,
Spring,2016,GARY FRANKO,PPP,90801,DESKTOP PUBLISHING,A4,18,21,86%,6.41,4.83,4.94,4.83,4.56,4.72,4.67,4.94,4.78,4.89,,,,,,,,,,,,,,
Spring,2016,GARY FRANKO,PPP,90801,DESKTOP PUBLISHING,B3,15,17,88%,6.93,4.87,4.80,4.87,4.73,4.80,4.80,4.87,4.80,4.73,,,,,,,,,,,,,,
Spring,2016,KAREN BIGRIGG,PPP,90812,INTRO TO PYTHON,A3,26,33,79%,8.04,4.19,4.15,4.19,3.84,4.12,3.92,4.36,3.92,3.73,,,,,,,,,,,,,,
Spring,2016,DEBORAH STINE,PPP,90813,ENVIR POLITIC POLI,A4,2,3,67%,12.50,2.50,2.00,2.50,3.00,3.50,2.50,4.00,2.50,2.50,,,,,,,,,,,,,,
Spring,2016,ROBERT STRAUSS,PPP,90817,RGNL FINANCE ED PLCY,A,2,2,100%,8.00,5.00,5.00,4.50,5.00,5.00,5.00,4.50,4.50,4.50,,,,,,,,,,,,,,
Spring,2016,BRIAN KOVAK,PPP,90822,IMMGTN RES: INT & CR,A3,23,26,88%,7.65,5.00,5.00,4.96,4.96,5.00,5.00,4.91,5.00,4.96,,,,,,,,,,,,,,
Spring,2016,AMELIA HAVILAND,PPP,90823,PROGRAM EVALUATION,A,14,18,78%,7.57,4.64,4.07,4.21,3.93,4.57,4.00,4.57,4.14,4.07,,,,,,,,,,,,,,
Spring,2016,ANTHONY CHEESEBROUGH,PPP,90824,COST BENEFIT ANALYS,W3,13,20,65%,8.23,4.85,4.69,4.46,4.15,4.50,4.00,5.00,4.46,4.31,,,,,,,,,,,,,,
Spring,2016,PAUL CHAPMAN,PPP,90827,ECONOMICS DEVELPMENT,K,8,16,50%,6.88,5.00,4.75,4.75,4.88,5.00,4.75,5.00,4.63,4.75,,,,,,,,,,,,,,
Spring,2016,LYNNE PASTOR,PPP,90830,INTRO FIN MGT HLTHCR,A3,12,19,63%,4.40,3.50,3.67,4.08,3.25,4.25,3.50,3.83,3.33,3.50,,,,,,,,,,,,,,
Spring,2016,DENIS LUKES,PPP,90831,ADV FIN MGT HLTH CRE,A4,19,23,83%,5.83,4.58,4.17,4.22,4.11,4.50,4.22,4.76,4.00,4.11,,,,,,,,,,,,,,
Spring,2016,TINA HERSHEY,PPP,90832,HEALTH LAW,A3,15,28,54%,8.00,4.47,4.53,4.47,3.87,4.33,4.40,4.73,4.27,4.00,,,,,,,,,,,,,,
Spring,2016,HAROLD SAFFERSTEIN,PPP,90833,POPULATION HEALTH,A3,12,26,46%,5.55,3.17,2.75,2.75,2.58,3.25,2.92,3.75,2.75,2.83,,,,,,,,,,,,,,
Spring,2016,KRISTEN KURLAND,PPP,90834,HEALTH CARE GIS,A,17,20,85%,10.82,4.71,4.59,4.65,4.35,4.76,4.53,4.71,4.71,4.76,,,,,,,,,,,,,,
Spring,2016,JONATHAN DELANO,PPP,90842,PUBLIC POL IMPLEMENT,A4,16,20,80%,8.63,4.50,4.25,4.27,3.73,4.25,4.31,4.69,4.13,4.19,,,,,,,,,,,,,,
Spring,2016,TOBY RITTNER,PPP,90843,UN DEV TOOL SUS DEV,A3,16,22,73%,7.79,4.19,3.94,4.19,3.53,4.47,4.40,4.07,4.27,4.13,,,,,,,,,,,,,,
Spring,2016,SAMUEL FRANKLIN,PPP,90862,ED POLICY MOD WKSHP,A,11,12,92%,8.00,4.60,3.40,4.00,4.10,5.00,3.90,4.89,4.20,3.70,,,,,,,,,,,,,,
Spring,2016,M SERMONS,PPP,90872,USING R POL DATA ANA,W4,13,20,65%,8.00,3.92,3.00,3.31,2.62,3.54,2.77,4.62,2.92,2.85,,,,,,,,,,,,,,
Spring,2016,JAMES JORDAN,PPP,90877,HLTH CARE MARKETING,A4,21,28,75%,8.90,2.62,2.00,2.29,2.19,2.67,2.38,2.81,2.33,2.33,,,,,,,,,,,,,,
Spring,2016,GEORGE KRUMBHAAR,PPP,90894,PLCY TPC I FED BDGT,A4,7,9,78%,5.86,4.71,4.43,4.57,4.57,4.83,5.00,5.00,4.71,4.71,,,,,,,,,,,,,,
Spring,2016,SUSAN REICHLE,PPP,90896,PL TP: INTRNL DVL PL,W3,11,20,55%,7.45,4.82,4.27,4.64,4.00,4.91,4.55,4.91,4.64,4.64,,,,,,,,,,,,,,
Spring,2016,RAHUL TELANG,PPP,90902,PHD SEMINAR II,A,7,10,70%,6.29,4.14,4.29,4.43,4.29,4.71,4.29,4.71,4.29,3.86,,,,,,,,,,,,,,
Spring,2016,DANIEL NEILL,PPP,90904,RSCH SEM MCHN LRG PL,A3,2,2,100%,6.50,4.50,4.50,4.50,4.00,5.00,4.50,5.00,4.50,4.50,,,,,,,,,,,,,,
Spring,2016,EDSON SEVERNINI,PPP,90906,INTRO ECONMTRC THEO,A,12,16,75%,19.50,3.75,3.08,3.25,3.00,3.92,3.17,4.42,3.42,2.83,,,,,,,,,,,,,,
Spring,2016,DAVID KRACKHARDT,PPP,90916,INTERMD SOCIAL NTWRK,A4,8,13,62%,9.13,4.63,4.38,4.75,4.25,4.63,4.88,4.63,4.75,4.50,,,,,,,,,,,,,,
Spring,2016,PAMELA LEWIS,PPP,90929,PHD PRAC PRS III,A3,4,4,100%,5.75,5.00,4.75,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Spring,2016,PAMELA LEWIS,PPP,90930,PHD PRAC PRS IV,A4,2,2,100%,6.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Spring,2016,STEPHEN FIENBERG,PPP,90931,LARC GRADUATE SEMNR,B,8,13,62%,9.63,4.75,4.63,4.71,4.75,4.63,4.75,4.75,4.75,4.75,,,,,,,,,,,,,,
Spring,2016,BRETT CRAWFORD,PPP,90971,INDEPENDENT STUDY,A,1,3,33%,14.00,5.00,4.00,4.00,5.00,5.00,4.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Fall,2016,BRETT CRAWFORD,CRM,93703,ARTS ENT: MGT & STR,A,27,28,96%,9.70,4.85,4.37,4.67,4.44,4.74,4.63,4.74,4.67,4.56,,,,,,,,,,,,,,
Fall,2016,KARYN MOORE,CRM,93732,DB THRY PRC CRTV ENT,A2,27,30,90%,11.41,4.33,4.30,4.41,4.04,4.38,4.22,4.41,4.26,4.30,,,,,,,,,,,,,,
Fall,2016,RANDY KOVITZ,CRM,93769,FILMS COEN BROTHERS,A,5,5,100%,3.20,4.80,4.80,4.00,4.40,4.40,4.40,5.00,5.00,4.20,,,,,,,,,,,,,,
Fall,2016,JERRY COLTIN,CRM,93808,EXHIBITIONS MGMNT,A2,9,10,90%,8.00,4.33,4.11,4.56,4.44,4.56,4.56,4.67,4.22,4.00,,,,,,,,,,,,,,
Fall,2016,BRETT CRAWFORD,CRM,93811,PRD PERF ART SEASON,A2,15,19,79%,5.80,4.73,3.93,4.07,4.33,4.67,4.20,4.67,4.40,3.80,,,,,,,,,,,,,,
Fall,2016,JERRY COLTIN,CRM,93814,GLLS AUCTN HSE ECON,A1,6,8,75%,9.20,4.00,3.83,3.83,3.67,4.83,4.33,5.00,4.00,4.33,,,,,,,,,,,,,,
Fall,2016,JAMES MCMAHON,CRM,93828,ADV TPCS FUNDRAISING,A2,6,7,86%,4.50,4.17,3.83,3.83,3.83,4.50,4.67,4.17,4.17,4.33,,,,,,,,,,,,,,
Fall,2016,DAVID GURWIN,CRM,93831,LAW AND THE ARTS,A,23,29,79%,10.17,4.48,4.65,4.52,3.52,4.48,4.48,4.43,4.48,4.30,,,,,,,,,,,,,,
Fall,2016,LUCA ZAN,CRM,93836,INT?L PER MG ART HRT,A2,3,4,75%,8.00,4.67,4.67,4.67,4.00,4.67,4.67,5.00,4.33,4.33,,,,,,,,,,,,,,
Fall,2016,BENJAMIN GRINBERG,CRM,93837,ART DEV IN MUSIC IND,A2,18,22,82%,3.83,4.44,3.67,3.78,3.72,4.17,3.72,4.78,3.50,3.50,,,,,,,,,,,,,,
Fall,2016,DANIEL GREEN,CRM,93861,SCRIPT/STORY ANALYSS,A,26,28,93%,7.54,4.85,4.54,4.50,4.50,4.85,4.65,4.85,4.54,4.62,,,,,,,,,,,,,,
Fall,2016,DAVID KRACKHARDT,HC,94700,ORGNZTNL DSGN & IMPL,A1,40,47,85%,7.22,4.45,4.28,4.35,3.42,4.70,4.68,4.52,4.52,4.32,,,,,,,,,,,,,,
Fall,2016,DAVID KRACKHARDT,HC,94700,ORGNZTNL DSGN & IMPL,B2,33,42,79%,6.97,4.36,4.09,4.09,3.33,4.24,4.48,4.50,4.27,4.15,,,,,,,,,,,,,,
Fall,2016,DAVID KRACKHARDT,HC,94700,ORGNZTNL DSGN & IMPL,C1,38,48,79%,7.61,4.66,4.50,4.55,4.00,4.76,4.53,4.68,4.55,4.47,,,,,,,,,,,,,,
Fall,2016,DAVID KRACKHARDT,HC,94700,ORGNZTNL DSGN & IMPL,D2,33,39,85%,7.55,4.52,4.34,4.33,3.91,4.42,4.45,4.52,4.48,4.33,,,,,,,,,,,,,,
Fall,2016,DAVID KRACKHARDT,HC,94700,ORGNZTNL DSGN & IMPL,E1,35,40,88%,6.76,4.54,4.49,4.37,3.89,4.69,4.68,4.60,4.66,4.54,,,,,,,,,,,,,,
Fall,2016,DAVID KRACKHARDT,HC,94700,ORGNZTNL DSGN & IMPL,F2,37,46,80%,6.79,4.59,4.41,4.32,3.78,4.65,4.54,4.54,4.54,4.27,,,,,,,,,,,,,,
Fall,2016,DAVID LASSMAN,HC,94700,ORGNZTNL DSGN & IMPL,G1,41,44,93%,7.08,4.88,4.68,4.73,4.37,4.85,4.76,4.90,4.90,4.80,,,,,,,,,,,,,,
Fall,2016,DAVID LASSMAN,HC,94700,ORGNZTNL DSGN & IMPL,H2,34,40,85%,8.41,4.88,4.62,4.56,4.15,4.78,4.76,4.85,4.82,4.64,,,,,,,,,,,,,,
Fall,2016,DAVID LASSMAN,HC,94700,ORGNZTNL DSGN & IMPL,I2,29,32,91%,8.11,4.72,4.55,4.55,4.17,4.76,4.66,4.52,4.59,4.64,,,,,,,,,,,,,,
Fall,2016,STEPHEN SCHMID,HC,94700,ORGNZTNL DSGN & IMPL,K1,24,39,62%,7.25,3.92,4.13,4.08,4.21,4.21,4.22,4.75,3.88,3.63,,,,,,,,,,,,,,
Fall,2016,STEPHEN SCHMID,HC,94700,ORGNZTNL DSGN & IMPL,L2,29,37,78%,5.59,4.00,4.07,4.07,3.93,4.07,4.14,4.45,4.00,3.90,,,,,,,,,,,,,,
Fall,2016,STEPHEN SCHMID,HC,94700,ORGNZTNL DSGN & IMPL,M1,24,37,65%,6.75,4.29,4.46,4.38,4.17,4.29,4.42,4.67,4.17,4.08,,,,,,,,,,,,,,
Fall,2016,KIM HYATT,HC,94701,BUSINESS ENGLISH,A1,17,17,100%,8.88,4.88,4.82,4.94,4.82,4.82,4.47,4.88,4.82,4.65,,,,,,,,,,,,,,
Fall,2016,KIM HYATT,HC,94701,BUSINESS ENGLISH,B1,15,15,100%,8.79,4.93,4.87,4.80,4.67,4.87,4.87,4.87,4.87,4.73,,,,,,,,,,,,,,
Fall,2016,KIM HYATT,HC,94701,BUSINESS ENGLISH,C1,18,18,100%,9.39,4.94,4.78,4.89,4.89,4.89,4.72,4.89,4.89,4.78,,,,,,,,,,,,,,
Fall,2016,KIM HYATT,HC,94701,BUSINESS ENGLISH,D2,18,20,90%,8.06,4.89,4.61,4.72,4.72,4.50,4.50,4.89,4.83,4.56,,,,,,,,,,,,,,
Fall,2016,KIM HYATT,HC,94701,BUSINESS ENGLISH,E2,20,20,100%,6.74,4.85,4.60,4.65,4.70,4.75,4.70,4.90,4.65,4.35,,,,,,,,,,,,,,
Fall,2016,KIM HYATT,HC,94701,BUSINESS ENGLISH,F2,18,19,95%,6.83,4.67,4.61,4.61,4.50,4.61,4.44,4.72,4.44,4.22,,,,,,,,,,,,,,
Fall,2016,STACY ROSENBERG,HC,94702,PROFESSIONAL WRITING,A1,19,19,100%,6.42,4.58,4.68,4.68,4.53,4.58,4.47,4.79,4.47,4.26,,,,,,,,,,,,,,
Fall,2016,BETH WALTER,HC,94702,PROFESSIONAL WRITING,B1,17,21,81%,6.76,4.18,4.00,4.18,4.35,4.18,4.24,3.94,3.71,3.88,,,,,,,,,,,,,,
Fall,2016,STACY ROSENBERG,HC,94702,PROFESSIONAL WRITING,C2,22,22,100%,5.00,4.59,4.77,4.68,4.55,4.59,4.57,4.68,4.59,3.95,,,,,,,,,,,,,,
Fall,2016,STACY ROSENBERG,HC,94702,PROFESSIONAL WRITING,D2,18,20,90%,6.06,4.44,4.78,4.83,4.50,4.78,4.67,4.78,4.44,4.22,,,,,,,,,,,,,,
Fall,2016,BETH WALTER,HC,94702,PROFESSIONAL WRITING,E2,23,24,96%,5.91,4.48,4.30,4.57,4.48,4.43,4.39,4.70,4.22,3.70,,,,,,,,,,,,,,
Fall,2016,EDWARD BARR,HC,94702,PROFESSIONAL WRITING,K1,18,25,72%,9.12,4.94,4.94,4.83,4.89,5.00,4.72,4.94,5.00,4.83,,,,,,,,,,,,,,
Fall,2016,EDWARD BARR,HC,94702,PROFESSIONAL WRITING,L2,21,25,84%,8.30,4.86,4.81,4.81,4.81,4.76,4.81,4.90,4.71,4.71,,,,,,,,,,,,,,
Fall,2016,EDWARD BARR,HC,94702,PROFESSIONAL WRITING,M1,16,25,64%,8.56,4.87,4.93,4.93,4.73,5.00,5.00,5.00,4.93,4.93,,,,,,,,,,,,,,
Fall,2016,EDWARD BARR,HC,94702,PROFESSIONAL WRITING,N2,16,26,62%,9.13,4.94,4.88,4.88,4.81,5.00,5.00,4.94,4.88,4.88,,,,,,,,,,,,,,
Fall,2016,MARIE DANVERS,HC,94702,PROFESSIONAL WRITING,P2,18,24,75%,6.33,4.17,4.00,3.83,3.78,3.78,3.94,4.28,3.78,3.61,,,,,,,,,,,,,,
Fall,2016,MARTIN GAYNOR,HC,94705,HEALTH ECONOMICS,A,12,21,57%,7.75,4.42,4.33,4.17,4.00,4.75,4.08,4.58,4.33,4.25,,,,,,,,,,,,,,
Fall,2016,ARI LIGHTMAN,HC,94707,PRINCIPLES OF MRKTG,A1,36,39,92%,6.37,4.44,4.22,4.31,4.03,4.53,4.50,4.89,4.44,4.33,,,,,,,,,,,,,,
Fall,2016,ARI LIGHTMAN,HC,94707,PRINCIPLES OF MRKTG,B1,34,37,92%,7.55,4.44,4.12,4.24,3.82,4.35,4.29,4.79,4.29,4.15,,,,,,,,,,,,,,
Fall,2016,DAVID GRIGGS,HC,94718,STRATG PRESENTN SKLS,K1,10,12,83%,7.10,4.80,4.50,4.70,4.90,4.70,4.60,4.90,4.70,4.80,,,,,,,,,,,,,,
Fall,2016,DAVID GRIGGS,HC,94718,STRATG PRESENTN SKLS,L2,9,12,75%,8.13,4.67,4.75,4.75,4.78,4.78,4.67,4.89,4.67,4.44,,,,,,,,,,,,,,
Fall,2016,DAVID GRIGGS,HC,94718,STRATG PRESENTN SKLS,M1,8,12,67%,5.60,4.88,4.75,4.75,4.50,4.63,4.75,4.75,4.88,4.75,,,,,,,,,,,,,,
Fall,2016,DAVID GRIGGS,HC,94718,STRATG PRESENTN SKLS,N2,9,12,75%,5.75,4.89,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.89,,,,,,,,,,,,,,
Fall,2016,DAVID GRIGGS,HC,94718,STRATG PRESENTN SKLS,O1,9,12,75%,6.00,4.89,4.89,4.89,4.67,4.89,5.00,4.89,4.78,4.78,,,,,,,,,,,,,,
Fall,2016,DAVID GRIGGS,HC,94718,STRATG PRESENTN SKLS,P2,8,11,73%,9.25,4.88,4.88,4.88,4.75,4.88,4.88,4.88,4.88,4.88,,,,,,,,,,,,,,
Fall,2016,MARILYN BODYCOAT,HC,94718,STRATG PRESENTN SKLS,Q2,7,12,58%,7.57,5.00,4.71,4.71,5.00,4.71,4.71,4.86,4.71,4.71,,,,,,,,,,,,,,
Fall,2016,MARILYN BODYCOAT,HC,94718,STRATG PRESENTN SKLS,R1,10,12,83%,6.80,4.90,4.70,4.90,5.00,5.00,5.00,5.00,4.80,4.80,,,,,,,,,,,,,,
Fall,2016,MARILYN BODYCOAT,HC,94718,STRATG PRESENTN SKLS,S2,8,12,67%,9.25,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,,,,,,,,,,,,,,
Fall,2016,MARILYN BODYCOAT,HC,94718,STRATG PRESENTN SKLS,T1,9,12,75%,8.44,4.78,4.78,4.89,4.89,4.89,4.78,4.78,4.89,4.89,,,,,,,,,,,,,,
Fall,2016,KARYN MOORE,HC,94774,BUSINESS PROCESS MDL,A1,27,35,77%,12.35,4.52,4.52,4.48,4.33,4.59,4.41,4.78,4.33,4.44,,,,,,,,,,,,,,
Fall,2016,LINDA MOYA,HC,94800,NEGOTIATION,A1,24,35,69%,7.09,4.21,4.25,4.33,4.13,4.29,4.33,4.79,4.42,4.50,,,,,,,,,,,,,,
Fall,2016,LINDA MOYA,HC,94800,NEGOTIATION,B2,30,38,79%,7.62,4.37,4.27,4.23,3.87,4.37,4.27,4.60,4.10,4.37,,,,,,,,,,,,,,
Fall,2016,LINDA MOYA,HC,94800,NEGOTIATION,C1,20,38,53%,6.11,4.10,3.80,3.85,3.40,4.10,4.10,4.53,3.65,3.55,,,,,,,,,,,,,,
Fall,2016,LINDA MOYA,HC,94800,NEGOTIATION,D2,26,36,72%,5.75,4.38,4.08,4.27,3.88,4.31,4.31,4.65,4.19,4.12,,,,,,,,,,,,,,
Fall,2016,BRENDA PEYSER,HC,94801,ACTING FOR MANGEMNT,A1,16,16,100%,5.60,4.88,4.94,4.81,4.88,4.81,4.88,4.88,4.81,4.75,,,,,,,,,,,,,,
Fall,2016,BRENDA PEYSER,HC,94801,ACTING FOR MANGEMNT,B2,17,20,85%,5.18,4.88,4.82,4.82,5.00,4.71,4.71,5.00,4.94,4.82,,,,,,,,,,,,,,
Fall,2016,BRENDA PEYSER,HC,94801,ACTING FOR MANGEMNT,C2,14,15,93%,5.43,4.86,4.71,4.71,4.93,4.57,4.64,5.00,4.71,4.43,,,,,,,,,,,,,,
Fall,2016,KRISTEN KURLAND,HC,94802,GEOGRPHC INFO SYSTEM,A,21,33,64%,11.65,4.95,4.81,4.86,4.67,4.95,4.86,5.00,4.81,4.76,,,,,,,,,,,,,,
Fall,2016,ZHEN QIAN,HC,94802,GEOGRPHC INFO SYSTEM,B,12,16,75%,8.00,4.25,4.75,4.33,4.18,4.33,4.17,4.50,4.08,4.42,,,,,,,,,,,,,,
Fall,2016,STEFAN LABASH,HC,94803,CONSULTNG LAB,A1,12,22,55%,6.09,4.58,4.17,4.42,4.25,4.33,4.17,4.92,4.50,4.00,,,,,,,,,,,,,,
Fall,2016,LINDA CHAOUSIS,HC,94803,CONSULTNG LAB,K1,20,26,77%,6.95,4.65,4.25,4.40,4.45,4.45,4.20,4.80,4.45,4.15,,,,,,,,,,,,,,
Fall,2016,LINDA CHAOUSIS,HC,94804,TRANSFMTNL LEADERSHP,K2,6,11,55%,8.50,5.00,5.00,4.83,4.50,4.83,4.67,5.00,5.00,4.50,,,,,,,,,,,,,,
Fall,2016,VERONICA MAROTTA,HC,94806,PRIVACY DIGITAL AGE,A1,21,33,64%,9.14,4.52,4.43,4.33,4.33,4.67,4.52,4.95,4.52,4.14,,,,,,,,,,,,,,
Fall,2016,CHRIS BRUSSALIS,HC,94808,MANAGEMENT CONSLTG,A,17,24,71%,7.82,3.88,4.00,3.94,3.71,4.00,3.94,4.35,3.76,3.59,,,,,,,,,,,,,,
Fall,2016,CHRIS BRUSSALIS,HC,94808,MANAGEMENT CONSLTG,B,23,27,85%,8.00,4.70,4.30,4.35,4.22,4.35,4.26,4.39,4.23,3.91,,,,,,,,,,,,,,
Fall,2016,TIMOTHY ZAK,HC,94810,INT SUP CHN MNG & SY,A1,16,19,84%,9.60,4.44,4.44,4.56,4.06,4.75,4.69,4.88,4.75,4.56,,,,,,,,,,,,,,
Fall,2016,DAVID LASSMAN,HC,94811,STRATEGY DEVELOPMENT,A1,25,32,78%,6.88,4.68,4.40,4.28,4.00,4.48,4.36,4.48,4.48,4.44,,,,,,,,,,,,,,
Fall,2016,JOSEPH MERTZ,HC,94812,TECHNOLOGY INTN DVLP,A2,17,23,74%,7.65,4.47,4.24,4.24,4.12,4.35,4.18,4.53,4.35,4.35,,,,,,,,,,,,,,
Fall,2016,LAURA SYNNOTT,HC,94813,PROJECT MANAGEMENT,A1,26,28,93%,8.62,4.46,4.65,4.46,4.23,4.46,4.42,4.65,4.46,4.08,,,,,,,,,,,,,,
Fall,2016,LAURA SYNNOTT,HC,94813,PROJECT MANAGEMENT,B1,23,23,100%,8.13,4.35,4.70,4.43,4.17,4.43,4.52,4.68,4.39,4.35,,,,,,,,,,,,,,
Fall,2016,LAURA SYNNOTT,HC,94813,PROJECT MANAGEMENT,C1,15,15,100%,9.60,4.67,4.60,4.80,4.73,4.53,4.73,4.73,4.79,4.67,,,,,,,,,,,,,,
Fall,2016,JAN MCCONCHIE,HC,94813,PROJECT MANAGEMENT,K2,16,23,70%,6.50,4.19,4.06,4.06,3.94,4.13,4.13,4.69,4.06,4.13,,,,,,,,,,,,,,
Fall,2016,DENISE ROUSSEAU,HC,94814,EVIDENCE-BASED MANGM,A2,26,35,74%,7.56,4.73,3.76,4.15,4.12,4.54,4.58,4.92,4.50,4.15,,,,,,,,,,,,,,
Fall,2016,ARI LIGHTMAN,HC,94823,MEASURING SOCIAL,A,36,43,84%,9.83,4.14,3.86,3.91,3.94,4.14,4.08,4.39,4.06,3.78,,,,,,,,,,,,,,
Fall,2016,MATTHEW HANNIGAN,HC,94824,CRTG RESLTS ORNT PRG,A1,6,9,67%,6.00,4.50,4.33,4.33,4.00,4.33,4.33,4.33,4.33,4.00,,,,,,,,,,,,,,
Fall,2016,MICHAEL BRIDGES,HC,94828,SURVEY DESIGN,A1,26,27,96%,5.58,4.85,4.72,4.85,4.77,4.77,4.77,4.88,4.77,4.69,,,,,,,,,,,,,,
Fall,2016,BEIBEI LI,HC,94832,BUSN INTLG DTA MNG,A2,21,30,70%,8.48,4.38,4.29,4.48,3.76,4.33,4.14,4.62,4.19,4.10,,,,,,,,,,,,,,
Fall,2016,BEIBEI LI,HC,94832,BUSN INTLG DTA MNG,B2,25,32,78%,8.42,4.12,4.00,4.08,3.88,4.20,3.96,4.60,4.00,3.92,,,,,,,,,,,,,,
